,Country,City,AccentCity,Region,Population,Latitude,Longitude
2942992,us,lake station,Lake Station,IN,13667,41.575,-87.2388889
2943030,us,lawrence,Lawrence,IN,41821,39.8386111,-86.0252778
2943040,us,lebanon,Lebanon,IN,14583,40.0483333,-86.4691667
2943113,us,logansport,Logansport,IN,19064,40.7544444,-86.3566667
2943156,us,madison,Madison,IN,12435,38.7358333,-85.38
2943192,us,marion,Marion,IN,30201,40.5583333,-85.6591667
2943207,us,martinsville,Martinsville,IN,11617,39.4277778,-86.4283333
2943261,us,merrillville,Merrillville,IN,31168,41.4827778,-87.3327778
2943272,us,michigan city,Michigan City,IN,31903,41.7075,-86.895
2943310,us,mishawaka,Mishawaka,IN,49055,41.6619444,-86.1586111
2943346,us,mooresville,Mooresville,IN,11417,39.6127778,-86.3741667
2943386,us,muncie,Muncie,IN,65327,40.1933333,-85.3863889
2943387,us,munster,Munster,IN,22586,41.5644444,-87.5125
2943408,us,new albany,New Albany,IN,36138,38.2855556,-85.8241667
2943419,us,new castle,New Castle,IN,18812,39.9288889,-85.3702778
2943432,us,new haven,New Haven,IN,13843,41.0705556,-85.0144444
2943481,us,noblesville,Noblesville,IN,35840,40.0455556,-86.0086111
2943511,us,north vernon,North Vernon,IN,6324,39.0061111,-85.6236111
2943668,us,peru,Peru,IN,12841,40.7536111,-86.0688889
2943706,us,plainfield,Plainfield,IN,23135,39.7041667,-86.3994444
2943727,us,plymouth,Plymouth,IN,11024,41.3436111,-86.3097222
2943742,us,portage,Portage,IN,35787,41.5758333,-87.1761111
2943847,us,richmond,Richmond,IN,37631,39.8288889,-84.8902778
2943954,us,saint john,Saint John,IN,10391,41.45,-87.47
2944003,us,schererville,Schererville,IN,27157,41.4788889,-87.4547222
2944031,us,seymour,Seymour,IN,18730,38.9591667,-85.8902778
2944053,us,shelbyville,Shelbyville,IN,17815,39.5213889,-85.7769444
2944110,us,south bend,South Bend,IN,103760,41.6833333,-86.25
2944141,us,speedway,Speedway,IN,12642,39.8022222,-86.2672222
2944297,us,terre haute,Terre Haute,IN,57063,39.4666667,-87.4138889
2944393,us,valparaiso,Valparaiso,IN,28787,41.4730556,-87.0611111
2944420,us,vincennes,Vincennes,IN,18257,38.6772222,-87.5286111
2944428,us,wabash,Wabash,IN,11124,40.7977778,-85.8205556
2944462,us,warsaw,Warsaw,IN,13003,41.2380556,-85.8530556
2944463,us,washington,Washington,IN,11271,38.6591667,-87.1727778
2944512,us,west lafayette,West Lafayette,IN,30950,40.4258333,-86.9080556
2944530,us,westfield,Westfield,IN,12570,40.0427778,-86.1275
2944656,us,zionsville,Zionsville,IN,11170,39.9508333,-86.2619444
2944694,us,altoona,Altoona,IA,12115,41.6441667,-93.4644444
2944699,us,ames,Ames,IA,56606,42.0347222,-93.6197222
2944709,us,ankeny,Ankeny,IA,33916,41.7297222,-93.6055556
2944820,us,bettendorf,Bettendorf,IA,31421,41.5244444,-90.5155556
2944858,us,boone,Boone,IA,12802,42.0597222,-93.88
2944917,us,burlington,Burlington,IA,25608,40.8075,-91.1127778
2944958,us,carroll,Carroll,IA,9941,42.0658333,-94.8666667
2944976,us,cedar falls,Cedar Falls,IA,36258,42.5277778,-92.4452778
2944979,us,cedar rapids,Cedar Rapids,IA,122945,42.0083333,-91.6438889
2945030,us,clinton,Clinton,IA,27294,41.8444444,-90.1886111
2945034,us,clive,Clive,IA,14092,41.6030556,-93.7238889
2945073,us,coralville,Coralville,IA,17645,41.6763889,-91.5802778
2945089,us,council bluffs,Council Bluffs,IA,58764,41.2619444,-95.8608333
2945132,us,davenport,Davenport,IA,96930,41.5236111,-90.5775
2945162,us,des moines,Des Moines,IA,193180,41.6005556,-93.6088889
2945198,us,dubuque,Dubuque,IA,57185,42.5005556,-90.6644444
2945299,us,fairfield,Fairfield,IA,9442,41.0086111,-91.9625
2945346,us,fort dodge,Fort Dodge,IA,26879,42.4975,-94.1677778
2945347,us,fort madison,Fort Madison,IA,10733,40.6297222,-91.315
2945461,us,grinnell,Grinnell,IA,9312,41.7430556,-92.7222222
2945594,us,indianola,Indianola,IA,13353,41.3580556,-93.5572222
2945600,us,iowa city,Iowa City,IA,64170,41.6611111,-91.53
2945627,us,johnston,Johnston,IA,12547,41.6730556,-93.6975
2945654,us,keokuk,Keokuk,IA,10645,40.3972222,-91.3847222
2945737,us,le mars,Le Mars,IA,9256,42.7941667,-96.1652778
2945742,us,ledyard,Ledyard,IA,15212,43.4216667,-94.1619444
2945861,us,marion,Marion,IA,30785,42.0341667,-91.5975
2945867,us,marshalltown,Marshalltown,IA,25554,42.0494444,-92.9077778
2945875,us,mason city,Mason City,IA,27802,43.1536111,-93.2008333
2946008,us,muscatine,Muscatine,IA,22529,41.4244444,-91.0430556
2946048,us,newton,Newton,IA,16028,41.6997222,-93.0477778
2946129,us,oskaloosa,Oskaloosa,IA,11104,41.2963889,-92.6441667
2946142,us,ottumwa,Ottumwa,IA,24593,41.0041667,-92.3736111
2946181,us,pella,Pella,IA,10058,41.4080556,-92.9161111
2946460,us,sioux city,Sioux City,IA,83248,42.5,-96.4
2946487,us,spencer,Spencer,IA,11203,43.1413889,-95.1441667
2946524,us,storm lake,Storm Lake,IA,9835,42.6411111,-95.2094444
2946631,us,urbandale,Urbandale,IA,33528,41.6266667,-93.7119444
2946699,us,waterloo,Waterloo,IA,65836,42.4927778,-92.3427778
2946711,us,waverly,Waverly,IA,9106,42.7258333,-92.4752778
2946730,us,west des moines,West Des Moines,IA,55279,41.5772222,-93.7111111
2946866,us,andover,Andover,KS,9201,37.7138889,-97.1361111
2946882,us,arkansas city,Arkansas City,KS,11464,37.0619444,-97.0380556
2946896,us,atchison,Atchison,KS,10068,39.5630556,-95.1213889
2947086,us,chanute,Chanute,KS,8864,37.6791667,-95.4569444
2947129,us,coffeyville,Coffeyville,KS,10150,37.0372222,-95.6161111
2947206,us,derby,Derby,KS,19843,37.5455556,-97.2686111
2947216,us,dodge city,Dodge City,KS,25932,37.7527778,-100.0166667
2947256,us,el dorado,El Dorado,KS,12669,37.8172222,-96.8619444
2947281,us,emporia,Emporia,KS,26545,38.4038889,-96.1813889
2947355,us,garden city,Garden City,KS,26425,37.9716667,-100.8722222
2947357,us,gardner,Gardner,KS,13511,38.8108333,-94.9269444
2947404,us,great bend,Great Bend,KS,14654,38.3644444,-98.7644444
2947463,us,hays,Hays,KS,19883,38.8791667,-99.3263889
2947464,us,haysville,Haysville,KS,10012,37.5644444,-97.3519444
2947530,us,hutchinson,Hutchinson,KS,40596,38.0608333,-97.9294444
2947534,us,independence,Independence,KS,9129,37.2241667,-95.7080556
2947558,us,junction city,Junction City,KS,17215,39.0286111,-96.8311111
2947567,us,kansas city,Kansas City,KS,442028,39.1141667,-94.6272222
2947630,us,lansing,Lansing,KS,10846,39.2486111,-94.9
2947638,us,lawrence,Lawrence,KS,83314,38.9716667,-95.235
2947645,us,leavenworth,Leavenworth,KS,34880,39.3111111,-94.9222222
2947646,us,leawood,Leawood,KS,29978,38.9666667,-94.6166667
2947652,us,lenexa,Lenexa,KS,43331,38.9536111,-94.7333333
2947664,us,liberal,Liberal,KS,20182,37.0430556,-100.9205556
2947717,us,manhattan,Manhattan,KS,45629,39.1836111,-96.5713889
2947763,us,merriam,Merriam,KS,10759,39.0236111,-94.6933333
2947791,us,mission,Mission,KS,9485,39.0277778,-94.6555556
2947861,us,newton,Newton,KS,18113,38.0466667,-97.3447222
2947895,us,olathe,Olathe,KS,113647,38.8813889,-94.8188889
2947917,us,ottawa,Ottawa,KS,12118,38.6155556,-95.2675
2947922,us,overland park,Overland Park,KS,166010,38.9822222,-94.6705556
2947939,us,parsons,Parsons,KS,11227,37.3402778,-95.2608333
2947972,us,pittsburg,Pittsburg,KS,19476,37.4108333,-94.7047222
2947994,us,prairie village,Prairie Village,KS,21564,38.9916667,-94.6333333
2948107,us,salina,Salina,KS,45723,38.8402778,-97.6111111
2948148,us,shawnee,Shawnee,KS,57561,39.0416667,-94.72
2948261,us,topeka,Topeka,KS,121570,39.0483333,-95.6777778
2948381,us,wichita,Wichita,KS,355244,37.6922222,-97.3372222
2948401,us,winfield,Winfield,KS,11754,37.2397222,-96.9952778
2948538,us,ashland,Ashland,KY,21209,38.4783333,-82.6380556
2948605,us,bardstown,Bardstown,KY,10576,37.8091667,-85.4669444
2948706,us,berea,Berea,KY,12079,37.5686111,-84.2963889
2948855,us,bowling green,Bowling Green,KY,51558,36.9902778,-86.4436111
2949017,us,campbellsville,Campbellsville,KY,10821,37.3433333,-85.3419444
2949279,us,covington,Covington,KY,42153,39.0836111,-84.5086111
2949379,us,danville,Danville,KY,15164,37.6455556,-84.7722222
2949578,us,edgewood,Edgewood,KY,9043,39.0186111,-84.5819444
2949597,us,elizabethtown,Elizabethtown,KY,23636,37.6938889,-85.8591667
2949652,us,erlanger,Erlanger,KY,16895,39.0166667,-84.6008333
2949733,us,fern creek,Fern Creek,KY,18409,38.1597222,-85.5877778
2949785,us,florence,Florence,KY,25487,38.9988889,-84.6266667
2949811,us,fort thomas,Fort Thomas,KY,15654,39.075,-84.4472222
2949828,us,frankfort,Frankfort,KY,27051,38.2008333,-84.8733333
2949915,us,georgetown,Georgetown,KY,20347,38.2097222,-84.5588889
2949939,us,glasgow,Glasgow,KY,13972,36.9958333,-85.9119444
2950193,us,henderson,Henderson,KY,27495,37.8361111,-87.59
2950239,us,highview,Highview,KY,15167,38.1427778,-85.6241667
2950308,us,hopkinsville,Hopkinsville,KY,27656,36.8655556,-87.4886111
2950366,us,independence,Independence,KY,18596,38.9430556,-84.5441667
2950409,us,jeffersontown,Jeffersontown,KY,26464,38.1941667,-85.5644444
2950598,us,lawrenceburg,Lawrenceburg,KY,9437,38.0372222,-84.8966667
2950650,us,lexington-fayette,Lexington-Fayette,KY,272079,38.0497222,-84.4586111
2950749,us,louisville,Louisville,KY,243639,38.2541667,-85.7594444
2950774,us,lyndon,Lyndon,KY,10376,38.2566667,-85.6016667
2950787,us,madisonville,Madisonville,KY,19423,37.3280556,-87.4988889
2950864,us,mayfield,Mayfield,KY,10153,36.7416667,-88.6366667
2951068,us,murray,Murray,KY,15626,36.6102778,-88.3147222
2951128,us,newburg,Newburg,KY,19967,38.16,-85.6597222
2951133,us,newport,Newport,KY,15674,39.0913889,-84.4958333
2951138,us,nicholasville,Nicholasville,KY,24004,37.8805556,-84.5730556
2951208,us,okolona,Okolona,KY,17134,38.1411111,-85.6877778
2951267,us,owensboro,Owensboro,KY,54478,37.7741667,-87.1133333
2951276,us,paducah,Paducah,KY,25306,37.0833333,-88.6
2951291,us,paris,Paris,KY,9332,38.2097222,-84.2530556
2951532,us,radcliff,Radcliff,KY,21783,37.8402778,-85.9491667
2951598,us,richmond,Richmond,KY,30697,37.7477778,-84.2947222
2951738,us,saint matthews,Saint Matthews,KY,17503,38.2527778,-85.6558333
2951842,us,shelbyville,Shelbyville,KY,10596,38.2119444,-85.2236111
2951856,us,shively,Shively,KY,15426,38.2,-85.8227778
2951936,us,somerset,Somerset,KY,12142,37.0919444,-84.6041667
2952286,us,valley station,Valley Station,KY,22756,38.1111111,-85.8702778
2952526,us,winchester,Winchester,KY,16201,37.99,-84.1797222
2952632,us,abbeville,Abbeville,LA,11558,29.9744444,-92.1341667
2952657,us,alexandria,Alexandria,LA,45187,31.3111111,-92.445
2952762,us,baker,Baker,LA,13396,30.5880556,-91.1680556
2952794,us,bastrop,Bastrop,LA,12725,32.7561111,-91.8722222
2952798,us,baton rouge,Baton Rouge,LA,223349,30.4505556,-91.1544444
2952928,us,bogalusa,Bogalusa,LA,12695,30.7908333,-89.8486111
2952958,us,bossier city,Bossier City,LA,59580,32.5158333,-93.7319444
2953148,us,chalmette,Chalmette,LA,31698,29.9425,-89.9633333
2953326,us,crowley,Crowley,LA,13797,30.2138889,-92.3744444
2953395,us,denham springs,Denham Springs,LA,9405,30.4866667,-90.9561111
2953548,us,estelle,Estelle,LA,16553,29.8455556,-90.1066667
2953553,us,eunice,Eunice,LA,11788,30.4941667,-92.4175
2953822,us,gretna,Gretna,LA,17106,29.9144444,-90.0538889
2953859,us,hammond,Hammond,LA,17812,30.5041667,-90.4611111
2953867,us,harahan,Harahan,LA,9746,29.9402778,-90.2030556
2953881,us,harvey,Harvey,LA,22383,29.9033333,-90.0772222
2953979,us,houma,Houma,LA,31800,29.5955556,-90.7194444
2954053,us,jefferson,Jefferson,LA,10604,29.9658333,-90.1530556
2954058,us,jennings,Jennings,LA,10547,30.2222222,-92.6569444
2954100,us,kenner,Kenner,LA,69721,29.9938889,-90.2416667
2954153,us,lafayette,Lafayette,LA,112197,30.2238889,-92.0197222
2954164,us,lake charles,Lake Charles,LA,70309,30.2263889,-93.2172222
2954192,us,laplace,Laplace,LA,29064,30.0663889,-90.48
2954370,us,mandeville,Mandeville,LA,11906,30.3580556,-90.0655556
2954390,us,marrero,Marrero,LA,35405,29.8991667,-90.1002778
2954453,us,merrydale,Merrydale,LA,10290,30.5011111,-91.1083333
2954457,us,metairie,Metairie,LA,142489,29.9838889,-90.1527778
2954482,us,minden,Minden,LA,13376,32.6152778,-93.2866667
2954500,us,monroe,Monroe,LA,51625,32.5091667,-92.1191667
2954520,us,morgan city,Morgan City,LA,12162,29.6991667,-91.2066667
2954577,us,natchitoches,Natchitoches,LA,18598,31.7605556,-93.0861111
2954593,us,new iberia,New Iberia,LA,32430,30.0033333,-91.8186111
2954598,us,new orleans,New Orleans,LA,459336,29.9544444,-90.075
2954719,us,opelousas,Opelousas,LA,22835,30.5333333,-92.0813889
2954806,us,pineville,Pineville,LA,13846,31.3222222,-92.4341667
2954981,us,river ridge,River Ridge,LA,14278,29.96,-90.2155556
2955041,us,ruston,Ruston,LA,20686,32.5230556,-92.6377778
2955143,us,shenandoah,Shenandoah,LA,18829,30.4011111,-91.0008333
2955160,us,shreveport,Shreveport,LA,196980,32.525,-93.75
2955185,us,slidell,Slidell,LA,27799,30.275,-89.7811111
2955285,us,sulphur,Sulphur,LA,19570,30.2363889,-93.3772222
2955343,us,terrytown,Terrytown,LA,25858,29.91,-90.0325
2955353,us,thibodaux,Thibodaux,LA,14410,29.7955556,-90.8227778
2955478,us,waggaman,Waggaman,LA,9311,29.9183333,-90.2108333
2955533,us,west monroe,West Monroe,LA,12900,32.5183333,-92.1475
2955546,us,westwego,Westwego,LA,10386,29.9058333,-90.1422222
2955635,us,zachary,Zachary,LA,12114,30.6483333,-91.1563889
2955687,us,auburn,Auburn,ME,23488,44.0977778,-70.2316667
2955689,us,augusta,Augusta,ME,18661,44.3105556,-69.78
2955705,us,bangor,Bangor,ME,31534,44.8011111,-68.7783333
2955707,us,bar harbor,Bar Harbor,ME,6090,44.3875,-68.2044444
2955720,us,bath,Bath,ME,9363,43.9105556,-69.8211111
2955732,us,belfast,Belfast,ME,7052,44.4258333,-69.0069444
2955747,us,berwick,Berwick,ME,7851,43.2658333,-70.865
2955750,us,biddeford,Biddeford,ME,21885,43.4925,-70.4538889
2955798,us,brewer,Brewer,ME,9140,44.7966667,-68.7619444
2955803,us,bridgton,Bridgton,ME,6351,44.0547222,-70.7133333
2955824,us,brunswick,Brunswick,ME,24206,43.9144444,-69.9658333
2955830,us,bucksport,Bucksport,ME,5756,44.5736111,-68.7961111
2955847,us,buxton,Buxton,ME,8136,43.6377778,-70.5194444
2955855,us,camden,Camden,ME,5858,44.2097222,-69.0652778
2955863,us,cape elizabeth,Cape Elizabeth,ME,8999,43.5636111,-70.2005556
2955869,us,caribou,Caribou,ME,8336,46.8605556,-68.0125
2956167,us,eliot,Eliot,ME,6528,43.1530556,-70.8005556
2956172,us,ellsworth,Ellsworth,ME,7055,44.5433333,-68.42
2956200,us,fairfield,Fairfield,ME,8771,44.5883333,-69.5991667
2956203,us,falmouth,Falmouth,ME,10731,43.7294444,-70.2425
2956206,us,farmington,Farmington,ME,8849,44.6705556,-70.1516667
2956251,us,freeport,Freeport,ME,12415,43.8569444,-70.1036111
2956264,us,gardiner,Gardiner,ME,6239,44.23,-69.7758333
2956296,us,gorham,Gorham,ME,22308,43.6794444,-70.4447222
2956309,us,gray,Gray,ME,7396,43.8855556,-70.3322222
2956353,us,hampden,Hampden,ME,7781,44.7444444,-68.8375
2956395,us,hermon,Hermon,ME,4909,44.81,-68.9138889
2956432,us,houlton,Houlton,ME,6703,46.1261111,-67.8408333
2956468,us,jay,Jay,ME,4988,44.5038889,-70.2166667
2956494,us,kennebunk,Kennebunk,ME,14651,43.3838889,-70.5452778
2956512,us,kittery,Kittery,ME,13063,43.0880556,-70.7366667
2956548,us,lebanon,Lebanon,ME,5446,43.3944444,-70.8513889
2956553,us,lewiston,Lewiston,ME,36199,44.1002778,-70.2152778
2956567,us,lincoln,Lincoln,ME,6330,45.3622222,-68.5055556
2956574,us,lisbon,Lisbon,ME,9392,44.0313889,-70.105
2956624,us,madawaska,Madawaska,ME,4944,47.3552778,-68.3222222
2956626,us,madison,Madison,ME,5316,44.7975,-69.8802778
2956701,us,millinocket,Millinocket,ME,5105,45.6572222,-68.7102778
2956766,us,new gloucester,New Gloucester,ME,5389,43.9627778,-70.2830556
2956801,us,north berwick,North Berwick,ME,11436,43.3036111,-70.7338889
2956893,us,norway,Norway,ME,5731,44.2138889,-70.5452778
2956905,us,oakland,Oakland,ME,7837,44.5402778,-69.7225
2956916,us,old orchard beach,Old Orchard Beach,ME,9415,43.5172222,-70.3780556
2956917,us,old town,Old Town,ME,8134,44.9341667,-68.6458333
2956926,us,orono,Orono,ME,9423,44.8830556,-68.6725
2956947,us,paris,Paris,ME,5073,44.2597222,-70.5011111
2957018,us,poland,Poland,ME,5314,44.0605556,-70.3941667
2957033,us,portland,Portland,ME,63142,43.6613889,-70.2558333
2957040,us,presque isle,Presque Isle,ME,9466,46.6811111,-68.0163889
2957065,us,raymond,Raymond,ME,4649,43.9013889,-70.4708333
2957102,us,rockland,Rockland,ME,7527,44.1036111,-69.1094444
2957121,us,rumford,Rumford,ME,8339,44.5536111,-70.5513889
2957128,us,sabattus,Sabattus,ME,4694,44.1197222,-70.1080556
2957130,us,saco,Saco,ME,18447,43.5008333,-70.4433333
2957151,us,sanford,Sanford,ME,27201,43.4391667,-70.7747222
2957158,us,scarborough,Scarborough,ME,27706,43.5780556,-70.3222222
2957216,us,skowhegan,Skowhegan,ME,9531,44.765,-69.7197222
2957247,us,south berwick,South Berwick,ME,7480,43.2344444,-70.81
2957297,us,south portland,South Portland,ME,23893,43.6413889,-70.2413889
2957345,us,standish,Standish,ME,9926,43.7358333,-70.5525
2957428,us,topsham,Topsham,ME,11100,43.9275,-69.9763889
2957446,us,turner,Turner,ME,5470,44.2563889,-70.2566667
2957483,us,waldoboro,Waldoboro,ME,7462,44.0952778,-69.3761111
2957499,us,waterboro,Waterboro,ME,7532,43.5355556,-70.7155556
2957502,us,waterville,Waterville,ME,15906,44.5519444,-69.6322222
2957518,us,wells,Wells,ME,10162,43.3219444,-70.5813889
2957601,us,westbrook,Westbrook,ME,15956,43.6769444,-70.3716667
2957639,us,winslow,Winslow,ME,8098,44.5469444,-69.6216667
2957645,us,winthrop,Winthrop,ME,8175,44.305,-69.9775
2957663,us,yarmouth,Yarmouth,ME,10630,43.8005556,-70.1872222
2957690,us,aberdeen,Aberdeen,MD,14437,39.5094444,-76.1644444
2957712,us,adelphi,Adelphi,MD,15988,39.0030556,-76.9722222
2957797,us,annapolis,Annapolis,MD,36252,38.9783333,-76.4925
2957837,us,arbutus,Arbutus,MD,20603,39.2544444,-76.7002778
2957855,us,arnold,Arnold,MD,25460,39.0319444,-76.5030556
2957895,us,aspen hill,Aspen Hill,MD,53430,39.0794444,-77.0733333
2957969,us,baltimore,Baltimore,MD,610892,39.2902778,-76.6125
2958113,us,beltsville,Beltsville,MD,16546,39.0347222,-76.9077778
2958170,us,bethesda,Bethesda,MD,52801,38.9805556,-77.1005556
2958307,us,bowie,Bowie,MD,56050,39.0066667,-76.7794444
2958480,us,brooklyn park,Brooklyn Park,MD,11083,39.2283333,-76.6166667
2958624,us,calverton,Calverton,MD,13083,39.2894444,-76.6605556
2958627,us,cambridge,Cambridge,MD,10699,38.5630556,-76.0791667
2958635,us,camp springs,Camp Springs,MD,19049,38.8038889,-76.9069444
2958695,us,carney,Carney,MD,30078,39.3941667,-76.5238889
2958768,us,catonsville,Catonsville,MD,42827,39.2719444,-76.7322222
2958978,us,chillum,Chillum,MD,36280,38.9636111,-76.9911111
2959055,us,clinton,Clinton,MD,29982,38.765,-76.8986111
2959081,us,cockeysville,Cockeysville,MD,20040,39.4811111,-76.6441667
2959100,us,colesville,Colesville,MD,20606,39.0755556,-77.0022222
2959109,us,college park,College Park,MD,25539,38.9805556,-76.9372222
2959132,us,columbia,Columbia,MD,96201,39.2402778,-76.8397222
2959180,us,coral hills,Coral Hills,MD,10740,38.8702778,-76.9213889
2959270,us,crofton,Crofton,MD,25233,39.0016667,-76.6877778
2959309,us,cumberland,Cumberland,MD,20347,39.6527778,-78.7627778
2959327,us,damascus,Damascus,MD,12466,39.2883333,-77.2041667
2959546,us,dundalk,Dundalk,MD,61659,39.2505556,-76.5208333
2959591,us,east riverdale,East Riverdale,MD,15576,38.9619444,-76.9222222
2959598,us,easton,Easton,MD,13094,38.7741667,-76.0766667
2959621,us,edgemere,Edgemere,MD,9401,39.2419444,-76.4483333
2959629,us,edgewood,Edgewood,MD,23492,39.4186111,-76.2947222
2959653,us,eldersburg,Eldersburg,MD,38366,39.4036111,-76.9505556
2959671,us,elkridge,Elkridge,MD,28734,39.2125,-76.7138889
2959673,us,elkton,Elkton,MD,14686,39.6066667,-75.8336111
2959684,us,ellicott city,Ellicott City,MD,66215,39.2672222,-76.7986111
2959722,us,essex,Essex,MD,38851,39.3091667,-76.4752778
2959770,us,fairland,Fairland,MD,23048,39.0761111,-76.9580556
2959834,us,ferndale,Ferndale,MD,16163,39.1830556,-76.6405556
2959919,us,forestville,Forestville,MD,12058,38.845,-76.8752778
2959931,us,fort washington,Fort Washington,MD,24124,38.7072222,-77.0233333
2960010,us,frederick,Frederick,MD,57297,39.4141667,-77.4108333
2960029,us,friendly,Friendly,MD,12155,38.7516667,-76.9788889
2960066,us,gaithersburg,Gaithersburg,MD,60062,39.1433333,-77.2016667
2960117,us,germantown,Germantown,MD,64720,39.1730556,-77.2719444
2960158,us,glen burnie,Glen Burnie,MD,40317,39.1625,-76.625
2960206,us,glenn dale,Glenn Dale,MD,14491,38.9875,-76.8208333
2960312,us,green haven,Green Haven,MD,19326,39.1394444,-76.5480556
2960333,us,green valley,Green Valley,MD,14091,39.3091667,-77.2975
2960338,us,greenbelt,Greenbelt,MD,22390,39.0044444,-76.8758333
2960423,us,hagerstown,Hagerstown,MD,37313,39.6416667,-77.7202778
2960574,us,havre de grace,Havre de Grace,MD,11505,39.5491667,-76.0919444
2960718,us,hillandale,Hillandale,MD,3239,39.0263889,-76.9744444
2960724,us,hillcrest heights,Hillcrest Heights,MD,16253,39.1519444,-76.8922222
2960947,us,hyattsville,Hyattsville,MD,15323,38.9558333,-76.9458333
2961071,us,joppatowne,Joppatowne,MD,11716,39.4577778,-76.3555556
2961147,us,kettering,Kettering,MD,11749,38.8844444,-76.815
2961254,us,la plata,La Plata,MD,8284,38.5291667,-76.9755556
2961272,us,lake shore,Lake Shore,MD,13170,39.1069444,-76.4852778
2961311,us,langley park,Langley Park,MD,15895,38.9886111,-76.9816667
2961320,us,largo,Largo,MD,8072,38.8975,-76.8305556
2961329,us,laurel,Laurel,MD,20860,39.0991667,-76.8486111
2961398,us,lexington park,Lexington Park,MD,11746,38.2666667,-76.4541667
2961468,us,lochearn,Lochearn,MD,25672,39.3405556,-76.7225
2961758,us,mays chapel,Mays Chapel,MD,12278,39.4330556,-76.6497222
2961856,us,middle river,Middle River,MD,24019,39.3341667,-76.4397222
2961888,us,milford mill,Milford Mill,MD,29074,39.3477778,-76.7702778
2961938,us,mitchellville,Mitchellville,MD,9135,38.925,-76.7430556
2961965,us,montgomery village,Montgomery Village,MD,41721,39.1766667,-77.1955556
2962003,us,mount airy,Mount Airy,MD,8714,39.3761111,-77.155
2962042,us,mount rainier,Mount Rainier,MD,8815,38.9413889,-76.9652778
2962131,us,new carrollton,New Carrollton,MD,13233,38.9697222,-76.8802778
2962198,us,north bethesda,North Bethesda,MD,44379,39.0444444,-77.1191667
2962229,us,north laurel,North Laurel,MD,24046,39.1388889,-76.8708333
2962237,us,north potomac,North Potomac,MD,25972,39.0827778,-77.2652778
2962359,us,odenton,Odenton,MD,26005,39.0838889,-76.7005556
2962405,us,olney,Olney,MD,36957,39.1530556,-77.0672222
2962438,us,overlea,Overlea,MD,12341,39.3633333,-76.5208333
2962449,us,owings mills,Owings Mills,MD,27415,39.4194444,-76.7805556
2962513,us,parkville,Parkville,MD,31362,39.3772222,-76.54
2962517,us,parole,Parole,MD,16664,38.9794444,-76.5308333
2962528,us,pasadena,Pasadena,MD,13419,39.1072222,-76.5713889
2962595,us,perry hall,Perry Hall,MD,32530,39.4125,-76.4638889
2962636,us,pikesville,Pikesville,MD,31882,39.3741667,-76.7227778
2962789,us,potomac,Potomac,MD,45129,39.0180556,-77.2088889
2962919,us,randallstown,Randallstown,MD,33811,39.3672222,-76.7955556
2962957,us,redland,Redland,MD,17683,39.1452778,-77.1444444
2962972,us,reisterstown,Reisterstown,MD,24447,39.4694444,-76.8297222
2963084,us,riviera beach,Riviera Beach,MD,13573,39.1666667,-76.5083333
2963141,us,rockville,Rockville,MD,60646,39.0838889,-77.1530556
2963193,us,rosaryville,Rosaryville,MD,14521,38.7566667,-76.81
2963201,us,rosedale,Rosedale,MD,19736,39.32,-76.5158333
2963220,us,rossville,Rossville,MD,12804,39.3383333,-76.48
2963288,us,saint charles,Saint Charles,MD,36376,38.6030556,-76.9388889
2963322,us,salisbury,Salisbury,MD,26352,38.3605556,-75.5997222
2963424,us,severn,Severn,MD,42157,39.1369444,-76.6986111
2963438,us,severna park,Severna Park,MD,30292,39.0702778,-76.5455556
2963555,us,silver spring,Silver Spring,MD,77951,38.9905556,-77.0263889
2963640,us,south gate,South Gate,MD,29658,39.1288889,-76.6261111
2963646,us,south laurel,South Laurel,MD,21762,39.0697222,-76.8505556
2963946,us,takoma park,Takoma Park,MD,17860,38.9777778,-77.0077778
2964145,us,towson,Towson,MD,53749,39.4013889,-76.6022222
2964402,us,waldorf,Waldorf,MD,27254,38.6244444,-76.9394444
2964408,us,walker mill,Walker Mill,MD,11364,38.8752778,-76.8886111
2964588,us,westminster,Westminster,MD,17862,39.5752778,-76.9961111
2964639,us,white oak,White Oak,MD,22492,39.0397222,-76.9933333
2964953,us,abington,Abington,MA,17374,42.1047222,-70.9458333
2964958,us,acton,Acton,MA,20897,42.485,-71.4333333
2964959,us,acushnet,Acushnet,MA,10850,41.6805556,-70.9083333
2964966,us,agawam,Agawam,MA,28761,42.0694444,-72.6152778
2964976,us,amesbury,Amesbury,MA,18313,42.8583333,-70.9305556
2964978,us,amherst center,Amherst Center,MA,34618,42.3752778,-72.5197222
2964981,us,andover,Andover,MA,48286,42.6583333,-71.1375
2964985,us,arlington,Arlington,MA,41461,42.4152778,-71.1569444
2964994,us,ashland,Ashland,MA,15802,42.2611111,-71.4638889
2965002,us,athol,Athol,MA,12871,42.5958333,-72.2272222
2965005,us,attleboro,Attleboro,MA,44271,41.9444444,-71.2861111
2965060,us,bedford,Bedford,MA,12502,42.4905556,-71.2766667
2965065,us,belchertown,Belchertown,MA,22391,42.2769444,-72.4013889
2965069,us,belmont,Belmont,MA,23546,42.3958333,-71.1791667
2965083,us,beverly,Beverly,MA,40365,42.5583333,-70.8805556
2965087,us,billerica,Billerica,MA,39904,42.5583333,-71.2694444
2965094,us,blackstone,Blackstone,MA,9163,42.0177778,-71.5416667
